Cross 1, Cross 2, Cross 3, Cross 4, Cross 5, Cross 6
174,112,67,92,59,161
191,119,81,126,51,161
193,64,67,107,63,184
205,124,70,129,54,166
209,99,79,105,62,167
183,98,68,111,68,220
205,102,55,108,43,181
155,115,70,94,59,187
180,87,56,113,59,177
179,108,75,128,45,149
160,103,62,100,56,157
145,109,77,133,50,199
190,119,76,89,62,158
173,118,64,107,59,170
142,88,62,89,36,189
148,100,75,115,64,147
166,106,61,124,49,177
157,94,71,112,38,145
166,87,60,83,61,146
141,74,66,111,49,139
144,85,61,103,49,136
150,93,72,77,62,159
166,76,57,97,50,147
143,92,64,107,52,145
161,101,57,106,54,138
142,78,75,109,52,156
143,92,61,107,48,148
149,94,56,86,42,130
133,86,54,92,43,139
147,74,51,86,66,177
168,104,64,102,51,155
156,83,61,103,45,136
141,91,65,117,47,151
163,96,35,89,44,131
132,82,60,92,28,153
130,101,44,85,45,169
147,105,53,97,47,132
171,85,40,105,44,149
145,108,69,125,54,156
166,143,65,110,51,156
163,101,45,138,40,139
160,126,72,112,52,145
144,114,55,125,53,106
182,112,68,126,43,168
168,101,53,132,45,170
164,133,62,121,58,186
190,116,67,113,45,137
144,81,65,107,64,159
167,121,53,119,64,139
171,109,84,123,64,170
180,89,75,77,63,155
178,107,61,122,62,152
170,112,64,113,58,166
183,110,70,107,62,147
194,104,63,102,52,170
144,118,73,120,56,160
165,133,44,138,58,163
188,91,61,95,66,161
175,88,76,102,58,161
156,97,57,109,58,166
137,103,56,72,50,165
138,69,59,87,52,175
164,88,64,119,51,149
166,122,60,101,54,181
175,95,65,121,48,177
150,81,54,79,65,193
158,118,66,115,38,169
173,90,58,104,54,164
174,117,57,128,53,203
176,114,62,110,46,203
153,85,57,96,40,157
173,111,63,125,52,179
182,98,58,86,44,180
165,110,52,134,44,189
201,119,55,136,35,176
196,130,60,99,53,171
151,66,49,98,58,141
156,94,65,97,63,212
211,119,77,116,67,177
207,121,74,141,48,113
186,110,65,88,72,182
203,101,69,128,47,150
194,146,58,141,52,118
203,114,63,102,59,198
191,107,73,140,66,179
206,127,68,124,52,140
194,121,54,145,49,233
196,121,82,97,63,206
220,96,68,129,64,157
220,129,53,136,58,183
237,131,71,124,63,203
230,106,84,147,54,144
210,135,80,99,67,205
182,98,82,147,58,192
198,96,71,121,80,143
193,140,78,123,68,216
203,126,84,160,77,178
187,111,93,122,67,137
225,159,66,164,83,182
198,129,84,125,65,175
199,99,87,152,99,171
184,77,71,137,83,218
224,92,69,89,67,188
173,74,86,139,85,177
178,60,51,93,55,201
150,75,56,129,60,173
173,83,56,81,65,182
191,73,52,98,48,160
177,72,89,96,57,127
190,57,50,99,54,155
168,68,47,104,43,134
168,94,61,103,62,144
156,60,57,89,50,158
176,71,57,106,50,147
168,81,56,116,47,158
159,66,63,101,53,109
137,50,53,89,43,151
158,70,50,82,47,134
193,73,58,114,56,120
162,59,57,102,44,152
148,71,55,98,38,136
153,54,53,89,48,132
131,52,68,97,55,143
157,84,57,83,54,130
137,46,45,90,53,155
147,37,53,72,38,111
126,56,49,86,43,134
151,60,35,85,45,144
144,44,44,98,58,131
126,58,45,77,58,121
118,56,46,81,37,129
113,38,47,91,52,107
143,69,29,81,29,115
121,51,46,82,46,126
106,39,50,79,36,133
143,57,49,80,39,125
129,68,25,92,48,113
105,45,42,77,54,122
137,64,41,69,43,123
132,49,40,80,42,143
105,46,36,79,37,169
125,70,34,93,51,133
108,46,42,71,53,127
105,46,48,86,64,122
154,47,44,77,37,128
115,55,51,95,48,121
111,52,36,83,53,116
105,52,35,66,38,136
96,39,47,61,37,108
107,43,41,76,49,132
87,34,38,58,53,107
106,43,45,66,51,111
86,51,41,78,42,114
113,44,49,57,40,134
92,36,38,68,56,106
86,33,26,74,29,112
113,50,39,75,39,95
71,35,42,47,51,134
88,33,31,68,41,96
93,38,32,69,35,86
83,32,25,57,37,97
72,32,28,54,36,72
88,45,20,66,31,79
76,29,32,33,41,79
64,27,29,52,20,71
91,23,31,53,37,79
73,38,21,49,34,69
74,30,18,59,40,74
71,25,24,57,22,74
60,24,25,46,34,66
68,20,13,41,28,70
45,23,18,38,36,81
59,31,26,38,30,74
54,19,17,39,30,58
58,11,26,24,28,48
41,15,22,32,25,54
63,17,18,27,30,53
58,15,17,31,29,55
46,22,18,36,29,61
47,21,26,31,22,41
40,20,23,34,24,41
36,13,13,20,27,40
30,15,14,25,23,66
38,13,10,25,23,48
28,13,12,25,16,28
36,14,14,18,22,45
31,14,12,27,20,41
34,13,11,19,29,55
8,3,5,15,9,16
38,20,17,33,24,54
34,10,8,20,24,48
33,12,11,26,18,41
23,14,13,17,28,28
25,10,15,18,23,40
33,11,10,23,23,41
30,15,13,18,19,33
22,8,18,14,16,42
26,8,20,15,23,29
23,7,14,21,20,32
25,10,7,10,22,23
17,12,8,16,10,29
18,5,13,14,16,21
22,12,6,15,20,41
19,9,12,18,16,29
14,4,11,10,18,31
30,2,20,14,22,33
21,5,18,6,29,25
22,5,12,11,21,23
29,6,5,6,13,17
16,2,5,9,14,27
25,2,5,15,16,20
16,6,9,12,9,30
15,5,9,9,17,13
11,5,9,8,24,24
13,4,9,15,10,28
15,3,12,9,26,27
14,4,15,14,24,24
17,7,9,12,21,31
16,8,7,14,18,30
22,10,8,17,22,22
17,6,8,15,13,24
12,2,8,12,19,13
16,8,7,16,9,25
20,5,3,7,16,17
11,8,8,11,12,23
19,4,8,4,7,23
13,2,6,10,14,18
18,5,7,7,9,14
11,7,14,8,9,22
12,6,6,12,5,17
17,5,5,6,9,11
15,5,10,10,9,15
15,7,10,11,7,25
18,6,10,14,11,29
22,9,12,10,3,29
23,4,26,9,11,24
25,3,11,8,9,34
22,11,12,16,6,29
31,14,28,11,10,17
32,19,21,24,8,30
52,25,15,18,10,34
31,19,18,26,9,28
30,13,20,16,3,36
40,13,12,19,4,37
42,24,26,18,11,31
48,20,29,22,6,21
46,24,17,29,12,50
55,23,27,19,10,43
58,30,32,35,14,41
62,30,26,29,13,50
65,33,37,39,7,49
80,32,30,30,16,40
66,39,29,42,11,61
68,27,17,28,16,44
67,37,31,43,15,53
76,39,32,44,20,64
93,45,56,54,24,77
68,47,39,48,32,54
79,33,32,31,30,62
90,58,37,49,13,46
84,54,57,54,28,76
90,45,41,55,24,72
94,45,58,56,39,58
105,44,56,58,40,83
96,58,45,53,26,61
115,53,56,53,35,77
108,58,37,57,32,100
108,77,53,58,32,79
123,60,50,83,36,73
104,69,51,54,28,92
112,59,43,69,31,89
105,61,36,88,46,99
135,67,48,49,33,116
110,81,41,84,38,97
134,70,55,80,31,110
130,78,52,85,42,78
127,82,48,72,29,109
113,66,58,73,36,136
148,68,44,99,49,105
128,72,50,73,40,94
138,77,53,57,31,118
114,87,61,85,36,130
151,76,45,88,28,147
155,95,58,97,56,113
115,70,55,90,40,128
154,80,62,80,43,128
131,89,49,71,41,120
146,79,65,108,49,145
145,68,44,75,39,123
141,108,59,102,36,134
143,79,57,94,43,125
152,100,48,101,36,105
138,99,61,106,52,132
128,91,50,69,42,123
144,76,67,106,48,126
117,112,61,100,23,91
127,106,32,103,43,120
143,112,49,120,42,111
161,137,0,164,0,0
133,131,0,135,0,0
189,124,0,125,0,0
198,177,0,169,0,8
142,127,55,139,40,125
161,132,44,151,39,110
211,139,66,156,34,145
126,148,49,148,39,152
218,134,59,132,54,146
199,142,55,154,55,127
209,111,63,115,46,128
143,91,57,104,61,145
147,99,56,114,46,148
149,60,41,90,48,143
113,91,52,112,44,131
129,73,43,80,36,109
118,72,45,74,34,117
110,85,44,89,31,102
136,72,48,74,42,142
128,56,43,76,36,118
123,91,43,92,38,118
140,89,62,83,46,104
135,91,38,97,36,109
120,71,45,54,28,110
120,77,51,79,38,107
134,68,40,92,42,118
151,84,59,91,58,140
135,80,55,77,36,136
145,66,45,80,49,130
136,83,52,90,43,126
142,93,47,75,46,134
163,83,63,91,36,146
139,88,70,100,50,130
134,103,48,85,32,159
148,70,63,100,50,134
147,98,58,97,41,167
172,114,52,92,29,155
155,77,63,101,40,146
142,88,53,96,44,151
138,103,55,76,53,112
135,83,53,101,47,141
150,84,50,107,40,103
179,108,60,104,49,147
117,87,47,71,53,158
160,73,60,105,40,177
150,98,61,92,47,133
139,84,48,84,46,148
132,82,51,76,45,130
142,89,55,107,40,162
145,90,54,95,54,133
152,83,53,77,36,157
171,118,54,106,43,148
144,75,46,120,48,139
173,96,53,88,39,118
122,98,39,90,44,131
165,86,53,95,35,143
152,78,77,98,54,144
139,111,62,115,41,152
156,103,45,80,47,109
155,78,59,116,32,125
149,90,54,98,40,126
140,105,40,77,34,128
145,87,51,119,53,126
154,96,60,102,46,161
138,75,44,68,44,151
146,90,57,107,46,134
128,79,65,95,35,148
119,74,49,103,41,124
130,93,46,77,52,153
140,74,63,97,52,156
143,70,46,92,41,114
123,96,63,78,46,172
156,80,61,109,45,179
140,83,55,102,52,102
161,97,58,94,47,143
154,88,49,107,42,172
151,93,59,96,46,100
148,97,51,104,34,174
163,99,72,96,49,175
171,94,51,120,49,111
156,105,53,82,44,152
154,93,62,128,47,154
151,107,59,115,54,100
138,103,64,93,60,164
177,85,57,139,51,200
177,126,59,100,53,136
174,93,65,89,60,164
182,82,64,111,70,173
167,63,56,95,57,94
154,74,61,88,60,157
135,56,66,78,58,175
107,51,54,58,42,107
117,41,54,77,33,140
117,64,35,92,38,163
90,42,36,67,42,123
135,45,51,78,44,136
120,43,36,112,47,96
130,74,52,90,33,152
132,52,44,101,54,125
124,68,32,80,47,120
114,55,36,121,41,116
168,55,37,82,49,149
157,67,34,99,51,110
134,52,49,95,42,111
111,67,40,85,45,106
122,38,39,97,27,119
141,55,37,84,32,135
158,62,35,92,23,105
139,58,35,76,33,100
136,34,40,76,37,94
150,69,51,88,43,134
122,44,41,97,48,122
111,58,30,94,39,109
118,54,26,77,25,103
103,51,70,85,71,156
157,48,51,90,42,126
148,70,38,110,50,123
124,63,33,109,41,111
134,55,45,93,34,114
155,74,42,74,54,139
131,54,43,89,49,125
137,51,40,78,44,110
125,59,49,83,42,119
109,70,34,92,38,108
123,48,25,71,37,103
123,47,29,76,45,99
93,41,28,81,40,143
104,43,39,83,38,123
108,53,45,75,40,110
125,57,31,82,35,113
113,47,39,74,40,107
97,55,33,89,40,133
101,53,38,85,31,133
111,49,45,72,47,110
105,61,28,66,53,98
99,45,29,68,35,109
87,41,37,62,31,85
86,49,26,85,37,88
95,61,27,66,36,123
84,50,19,57,26,103
91,42,24,89,35,63
71,34,23,69,35,121
72,27,31,42,16,76
69,38,28,53,28,88
75,36,23,64,30,66
80,32,25,55,24,78
56,44,21,69,33,104
74,38,19,51,41,69
56,35,17,50,23,73
69,35,24,38,27,75
68,30,19,51,35,67
54,29,17,48,24,69
70,32,17,57,23,56
55,40,25,81,31,71
61,26,0,46,0,58
41,23,0,43,0,68
37,23,0,41,0,62
33,14,0,24,0,70
43,20,0,33,0,38
36,20,0,34,0,58
37,21,0,36,0,51
32,12,0,22,0,51
49,26,0,33,0,56
36,24,0,38,0,33
38,20,0,30,0,40
27,17,0,19,0,37
18,13,0,13,0,23
16,11,0,16,0,35
23,16,0,21,0,33
29,24,0,20,0,40
22,21,0,22,0,34
21,40,0,22,0,33
20,8,0,7,0,27
19,9,0,18,0,26
18,8,0,11,0,27
20,12,0,21,0,33
19,7,0,9,0,19
14,8,0,12,0,21
8,2,0,6,0,11
15,8,0,16,0,30
20,16,0,16,0,27
19,18,0,17,0,27
14,10,0,11,0,21
9,6,0,17,0,24
7,5,0,8,0,24
18,7,0,11,0,24
12,5,0,11,0,30
11,10,0,7,0,18
14,9,0,12,0,18
12,6,0,10,0,32
13,10,0,18,0,21
13,9,0,6,0,21
16,6,0,16,0,22
15,13,0,9,0,19
11,4,0,11,0,18
10,5,0,16,0,17
15,3,0,13,0,20
11,3,0,7,0,21
10,7,0,16,0,17
10,6,0,9,0,18
13,3,0,7,0,20
9,9,0,7,0,13
6,4,0,11,0,15
11,5,0,10,0,19
11,4,0,6,0,24
6,5,0,6,0,9
14,8,0,7,0,22
8,5,0,21,0,16
12,4,0,11,0,15
8,3,0,7,0,16
9,4,0,8,0,14
8,3,0,8,0,15
9,3,0,7,0,15
5,3,0,7,0,12
8,1,0,7,0,14
7,7,0,7,0,18
18,9,0,10,0,15
17,2,0,6,0,21
16,8,0,8,0,18
11,1,0,8,0,11
7,5,0,8,0,19
21,9,0,19,0,20
15,5,0,8,0,15
12,7,0,11,0,12
28,5,0,12,0,23
17,9,0,9,0,26
18,10,0,11,0,21
47,18,0,17,0,38
49,19,0,27,0,32
55,31,0,33,0,34
64,26,0,31,0,52
59,32,0,43,0,55
83,35,0,42,0,60
80,43,0,38,0,53
100,45,0,51,0,81
121,60,0,56,0,89
105,48,0,64,0,86
112,50,0,55,0,74
112,43,0,56,0,68
128,49,0,63,0,75
132,78,0,79,0,98
158,58,0,71,0,93
159,66,0,87,0,90
197,106,0,95,0,90
199,109,0,101,0,97
244,162,0,172,0,144
259,111,0,131,0,104
260,161,0,149,0,124
299,196,0,184,0,170
303,174,0,241,0,164
266,201,0,203,0,166
291,230,0,211,0,180
307,240,0,231,0,188
324,216,0,272,0,193
330,255,0,257,0,184
277,218,0,215,0,222
258,252,0,220,0,162
299,229,0,207,0,188
257,210,0,219,0,182
270,203,0,189,0,179
275,166,0,197,0,159
212,124,0,198,0,164
220,147,0,162,0,134
222,124,0,147,0,199
229,137,0,146,0,172
226,139,0,175,0,169
221,131,0,167,0,137
194,144,0,148,0,135
186,123,0,163,0,166
197,130,0,143,0,173
227,125,0,141,0,165
189,126,0,172,0,127
196,160,0,156,0,162
174,107,0,138,0,127
189,131,0,119,0,157
203,113,0,150,0,158
184,126,0,147,0,129
207,137,0,154,0,120
159,126,0,141,0,161
215,111,0,117,0,154
153,117,0,151,0,167
176,108,0,145,0,141
168,124,0,123,0,164
145,108,0,144,0,171
173,126,0,145,0,158
180,136,0,137,0,121
182,109,0,103,0,117
158,113,0,126,0,141
153,119,0,125,0,126
187,96,0,121,0,151
157,119,0,122,0,134
135,96,0,100,0,122
145,104,0,114,0,148
147,126,0,143,0,123
169,78,0,124,0,155
158,117,0,123,0,127
145,127,0,116,0,117
152,100,0,140,0,128
159,112,0,122,0,146
190,122,0,146,0,158
168,97,0,127,0,142
141,111,0,112,0,124
126,106,0,101,0,129
153,98,0,122,0,149
144,79,0,122,0,118
117,102,0,129,0,109
138,85,0,92,0,118
145,70,0,102,0,124
128,96,0,88,0,124
149,101,0,121,0,97
149,98,0,122,0,125
173,116,0,124,0,134
157,112,0,110,0,123
161,104,0,110,0,148
147,97,0,108,0,119
155,123,0,130,0,135
144,120,0,138,0,152
155,124,0,113,0,145
147,114,0,137,0,136
153,131,0,131,0,129
179,117,0,176,0,161
170,133,0,144,0,157
162,143,0,121,0,118
181,149,0,151,0,161
172,134,0,168,0,132
178,117,0,162,0,168
157,138,0,110,0,171
189,128,0,132,0,173
198,144,0,168,0,172
175,121,0,145,0,151
172,126,0,121,0,138
180,131,0,157,0,160
173,107,0,153,0,160
170,125,0,149,0,154
171,117,0,99,0,123
169,124,0,133,0,162
178,106,0,150,0,139
170,117,0,155,0,146
157,99,0,71,0,125
73,33,0,77,0,67
160,119,0,155,0,143
168,117,0,136,0,147
199,124,0,145,0,126
186,123,0,139,0,179
215,119,0,135,0,140
193,142,0,152,0,154
169,138,0,178,0,170
193,128,0,146,0,162
190,130,0,137,0,165
202,122,0,141,0,162
183,124,0,139,0,135
194,164,0,144,0,162
191,122,0,156,0,135
172,108,0,143,0,187
204,130,0,148,13,167
185,105,0,146,52,165
168,123,55,128,64,170
183,132,71,146,59,134
183,130,83,125,69,141
203,145,82,156,62,157
187,132,82,161,59,168
200,132,94,153,73,171
179,106,86,129,69,144
166,116,73,123,86,174
220,138,103,131,72,144
220,125,84,156,78,168
220,142,101,170,95,142
262,146,83,166,89,170
234,148,94,148,120,180
216,174,109,207,68,192
218,122,103,208,91,162
211,172,104,225,100,200
212,165,104,237,136,175
238,175,116,224,131,161
234,149,121,228,148,201
202,145,121,196,141,217
250,94,104,192,119,177
241,94,112,161,123,163
222,108,103,192,131,187
205,75,105,129,102,192
160,81,93,173,83,155
212,89,89,130,78,151
160,68,77,143,91,147
184,81,82,150,101,160
177,86,92,197,72,157
183,93,77,133,75,150
179,68,55,99,78,160
177,82,65,144,66,140
165,82,71,150,81,152
197,85,66,145,65,188
206,90,60,139,73,151
144,77,46,143,89,173
157,60,58,139,82,128
179,77,57,141,73,159
176,86,57,127,57,149
168,66,44,153,54,147
226,94,73,148,57,155
166,82,58,165,63,149
175,58,47,138,52,108
213,67,62,135,48,140
253,102,61,192,60,131
170,88,63,167,57,141
208,65,90,137,95,133
199,101,61,186,98,151
205,100,75,184,81,155
208,93,60,182,102,136
194,96,87,168,105,156
182,85,61,174,87,177
249,102,78,178,87,137
185,97,59,135,91,155
163,80,66,132,102,151
180,91,76,162,90,165
152,87,67,136,91,129
151,61,48,127,73,143
150,63,68,86,77,153
143,53,49,109,60,123
136,56,70,120,61,140
147,65,59,109,53,122
102,52,54,106,56,117
122,92,44,137,64,108
116,55,50,121,57,131
128,68,42,97,66,129
125,64,40,71,50,94
121,63,49,77,48,105
111,52,47,98,51,90
121,45,46,61,49,100
90,43,44,79,43,125
87,55,34,85,46,116
137,49,33,69,45,108
84,61,39,94,51,124
112,37,51,81,59,91
113,66,63,96,78,108
102,59,76,91,77,105
89,45,65,79,63,89
78,49,50,75,57,120
97,58,42,84,47,89
87,32,41,68,56,100
77,50,35,71,36,110
63,20,35,43,41,73
46,25,27,55,32,69
56,40,29,45,27,67
61,25,17,43,28,73
57,23,29,22,30,33
31,15,19,37,25,38
63,17,32,23,24,33
43,17,21,30,25,48
45,25,20,47,24,45
43,17,25,30,29,51
47,14,13,18,27,30
42,20,23,29,28,32
44,10,21,22,22,37
38,13,16,22,24,29
35,11,11,21,17,29
43,8,12,18,8,34
32,13,12,20,16,23
29,8,7,23,12,34
16,2,13,19,26,24
23,14,11,18,27,20
38,7,9,20,17,20
20,8,9,13,22,24
23,5,10,14,18,24
24,4,11,11,18,20
19,8,10,17,10,25
18,11,11,19,19,22
24,8,7,18,19,16
24,5,5,7,11,11
2,1,2,7,2,8
16,7,6,15,15,26
17,6,5,4,20,11
12,4,3,8,11,19
11,4,7,17,5,19
15,5,9,11,14,15
17,11,3,10,10,21
13,0,2,7,10,15
12,3,7,8,9,12
13,4,4,12,7,14
18,7,6,10,14,18
15,9,5,5,13,12
9,1,4,4,11,17
13,4,6,12,8,8
11,8,7,8,9,13
12,3,8,9,16,18
9,4,8,6,12,12
13,6,10,8,18,21
11,4,2,7,10,15
8,5,6,7,9,8
9,1,4,4,10,12
8,3,10,3,19,15
8,4,7,14,13,14
11,1,6,5,9,7
10,3,5,13,9,11
14,2,3,8,11,11
12,6,4,5,11,6
6,4,2,5,15,9
12,4,8,4,21,13
13,3,3,9,10,13
12,6,6,6,15,13
12,1,9,5,9,13
8,1,5,4,11,7
10,4,8,6,10,15
6,2,3,8,9,10
22,7,4,7,11,9
9,3,1,4,4,11
9,3,4,7,12,6
15,7,6,6,7,10
22,7,2,9,8,16
10,4,1,9,10,16
14,6,7,3,3,9
8,6,10,6,12,9
23,3,12,2,2,11
19,9,6,11,8,10
23,6,5,14,5,15
23,8,9,17,6,16
13,8,13,12,15,13
23,9,12,8,7,18
29,12,19,17,4,24
50,13,16,12,9,16
45,15,26,21,4,18
48,10,15,17,9,34
53,13,16,24,9,27
61,15,31,32,20,37
71,12,34,22,13,34
84,19,29,43,15,43
90,29,35,36,19,55
116,23,44,44,17,53
88,27,26,42,19,46
97,20,47,47,28,58
98,31,44,38,22,59
88,23,40,47,23,57
123,33,49,53,26,52
127,50,60,73,39,69
149,41,80,84,44,57
182,49,77,87,49,77
183,90,75,95,67,94
186,69,73,110,55,86
202,79,107,134,89,85
238,113,108,176,110,101
260,137,124,144,109,104
253,130,135,173,108,117
264,142,153,221,150,146
262,148,163,226,122,135
268,178,160,171,149,142
265,262,165,212,156,140
266,185,161,190,159,144
252,152,168,210,164,152
249,173,173,156,127,160
232,165,179,195,149,132
254,118,176,166,120,134
229,107,145,157,132,122
235,109,132,155,131,145
215,147,140,196,109,146
249,107,110,151,99,133
203,95,97,159,76,125
203,99,82,122,86,128
165,72,94,111,45,134
210,70,79,136,77,122
231,90,103,132,75,125
179,86,86,125,65,121
170,90,93,140,69,125
171,85,99,128,77,116
196,93,85,116,68,137
168,71,83,118,66,109
211,93,88,139,59,138
187,71,78,107,68,107
175,81,87,116,55,119
203,79,86,106,64,133
200,58,76,127,63,112
186,70,90,118,62,122
183,64,80,120,58,122
161,70,87,123,55,125
169,76,77,98,63,96
168,59,65,103,45,114
161,82,93,107,66,123
125,76,77,116,55,109
144,62,56,114,36,82
162,76,67,92,46,112
155,61,50,119,44,80
156,68,0,95,0,0
158,67,65,104,37,74
150,71,73,110,57,80
155,63,77,90,55,85
155,57,91,91,55,109
135,67,84,134,79,115
139,69,67,103,63,122
152,76,72,109,54,84
171,63,83,92,74,94
124,59,93,140,87,117
135,71,91,123,95,108
137,83,75,126,63,109
132,57,81,128,73,95
133,74,61,108,69,114
123,53,73,106,63,111
120,77,72,102,48,81
166,40,55,80,46,93
120,54,51,92,47,73
133,46,64,59,43,81
106,54,59,88,74,109
126,77,70,92,53,73
123,87,52,93,35,88
145,70,77,87,64,90
139,86,66,86,43,80
137,92,62,84,47,84
129,79,49,89,40,98
143,67,67,88,49,75
157,99,78,106,55,93
163,118,87,100,63,115
168,113,100,130,66,108
164,119,92,127,75,120
167,129,87,142,77,107
157,116,100,125,86,115
157,119,83,113,75,123
162,141,92,160,73,121
172,145,102,144,79,137
171,102,104,123,81,123
165,118,86,103,57,113
171,116,88,130,60,148
172,90,71,109,62,132
165,111,80,106,70,129
173,108,92,106,69,125
189,117,73,121,58,117
173,110,77,129,56,122
166,120,81,127,68,115
141,87,78,101,64,97
174,124,79,123,71,124
195,113,79,137,53,117
163,118,77,134,62,132
170,107,85,102,71,131
161,100,90,101,79,109
166,98,70,122,59,133
157,111,94,144,64,119
160,110,85,94,53,114
166,104,79,110,58,117
161,79,74,127,74,131
162,104,96,121,67,104
161,105,78,111,61,116
171,107,78,111,55,104
156,111,99,116,60,100
154,91,84,122,59,101
141,105,62,108,56,119
168,99,89,128,57,126
146,114,81,118,48,106
165,101,78,113,64,103
157,99,78,99,52,132
163,101,82,118,62,148
179,107,88,127,66,128
170,127,101,118,78,143
182,107,80,126,71,138
182,123,71,112,56,129
171,104,90,138,69,126
179,119,82,115,58,150
198,109,79,127,69,155
180,123,86,133,77,119
152,105,85,133,59,98
171,116,91,133,75,146
217,142,109,152,72,133
220,124,117,146,96,136
198,123,79,125,90,153
245,151,103,178,81,140
232,163,118,177,98,145
218,139,106,173,129,143
205,150,107,221,133,164
196,164,133,200,149,179
221,150,114,189,143,178
227,149,100,180,130,167
227,153,109,188,118,170
208,137,108,170,124,118
193,75,88,164,108,130
197,67,73,138,100,163
181,63,87,145,106,155
201,56,82,134,92,130
163,51,86,138,85,111
153,54,73,110,82,137
138,64,93,98,86,135
142,45,64,98,63,98
144,55,73,132,80,106
118,55,60,118,59,120
147,61,62,90,78,160
189,69,65,126,51,132
181,48,58,111,90,103
167,65,61,77,58,127
163,66,57,114,49,96
172,50,53,104,54,109
123,52,49,107,61,128
168,50,65,75,62,129
161,77,61,120,47,127
179,63,68,130,68,108
168,63,57,100,70,98
159,65,67,83,66,110
145,50,57,99,49,107
165,61,65,92,61,112
163,70,88,136,76,119
207,66,86,116,93,141
168,73,79,125,90,121
165,81,93,141,107,111
171,97,75,147,88,156
185,76,79,142,90,113
173,75,73,126,90,123
168,66,83,128,87,124
159,75,63,124,85,120
169,73,88,108,80,123
163,70,63,117,75,128
148,63,78,107,80,107
172,41,56,88,83,110
140,51,83,98,74,133
162,55,53,96,85,107
135,57,72,100,64,105
153,83,59,109,66,77
149,62,44,96,47,105
126,58,50,83,61,86
117,67,55,102,55,100
121,44,57,77,69,102
129,53,43,78,50,88
102,34,57,88,54,80
99,33,46,53,48,98
98,36,50,50,54,77
111,45,52,75,49,108
128,46,58,96,67,94
104,36,55,74,42,86
107,53,50,84,53,97
112,37,58,97,61,87
108,50,57,82,76,77
85,48,68,64,73,85
102,47,38,80,48,88
88,37,41,76,58,65
92,27,46,65,54,68
83,35,31,55,44,68
73,37,32,69,36,68
79,26,26,52,49,64
61,29,27,44,37,62
72,35,33,46,41,61
69,35,33,51,36,75
52,26,23,38,26,61
69,31,16,51,33,57
60,22,24,33,42,50
39,18,13,37,16,65
55,22,19,34,26,63
54,32,22,43,23,44
34,27,20,33,31,44
43,18,16,21,29,56
34,10,16,29,15,47
31,20,11,23,26,44
32,12,19,25,15,31
34,10,12,25,21,33
28,13,8,22,12,36
28,15,9,18,18,32
26,13,16,23,20,37
31,12,8,18,20,35
31,8,10,25,18,31
26,15,17,17,14,32
29,9,9,14,11,33
25,13,18,22,15,25
17,5,6,17,7,43
20,6,15,11,14,15
15,8,6,9,9,10
3,0,4,4,1,3
27,12,10,17,12,21
15,8,10,12,13,21
23,7,7,19,12,32
9,10,14,12,14,25
15,5,9,9,9,27
19,7,5,15,12,27
17,5,6,11,14,21
20,7,9,13,12,25
17,7,6,14,15,22
11,4,5,9,11,17
16,8,7,12,11,22
15,7,6,10,18,18
19,9,6,12,19,24
6,2,9,5,17,19
12,5,6,8,15,18
13,5,9,7,17,19
7,5,7,4,7,17
11,2,5,4,14,20
11,7,3,8,18,19
6,6,9,12,11,15
12,3,7,7,13,16
12,4,2,7,9,17
5,2,4,8,10,12
8,2,8,4,16,11
11,7,3,5,14,15
16,5,5,14,13,13
18,12,11,11,8,20
11,0,3,4,11,17
9,5,12,7,12,14
14,5,9,10,17,24
11,2,8,6,18,18
9,4,16,4,15,17
10,5,8,6,8,17
32,5,7,4,10,19
6,5,2,13,11,16
14,6,3,37,9,25
14,4,9,10,11,22
21,9,9,20,20,20
13,7,9,4,5,20
13,3,7,11,12,19
11,7,6,13,6,28
27,12,3,20,9,15
19,3,8,10,6,19
15,6,10,11,9,18
25,8,9,10,9,13
33,3,10,12,6,21
16,12,17,11,5,22
29,7,9,12,4,24
30,11,16,10,11,29
39,9,20,19,9,34
42,24,27,28,4,36
44,21,16,18,11,32
69,31,30,31,13,47
70,31,36,35,16,46
76,36,21,31,10,63
84,38,30,42,17,41
86,43,32,46,15,87
101,43,44,47,28,75
100,38,46,58,17,103
90,48,39,56,23,72
113,42,49,48,20,63
124,51,37,79,37,67
145,69,59,70,38,65
141,53,53,66,31,105
169,84,60,82,29,78
221,94,73,116,44,102
220,105,76,117,53,78
250,120,80,124,79,128
262,165,105,149,80,141
270,194,113,201,101,137
305,188,118,223,117,187
262,202,149,194,130,171
284,217,157,244,138,157
285,231,160,222,147,173
294,239,161,275,170,190
303,250,171,235,179,218
284,208,174,227,169,225
277,246,169,236,139,191
251,234,166,202,140,175
288,189,169,228,123,206
285,153,147,169,144,193
249,147,152,189,126,186
218,173,132,199,140,194
263,158,134,197,108,157
216,146,98,145,95,168
218,127,102,148,98,158
229,123,93,165,83,177
203,129,100,161,65,189
182,127,101,140,75,166
182,122,98,158,85,176
236,141,79,147,73,163
186,120,89,142,62,146
220,139,91,157,73,158
214,122,82,150,68,163
199,103,101,130,66,142
192,116,88,114,81,140
170,121,80,122,58,154
198,134,97,142,64,167
182,146,83,159,53,153
194,124,80,143,75,149
184,130,84,140,57,161
181,119,89,127,79,192
213,137,76,140,63,154
193,101,62,132,54,137
176,107,85,114,63,142
177,126,79,129,58,158
194,112,76,130,50,150
168,108,82,138,45,126
185,127,77,140,66,163
164,109,89,130,52,129
